,obs,name,jd,mnvel,errvel,sval,cts,tel
333,bj229.263,101259,2457556.739474,-2.5926026924846646,2.3185246,0.1429,23403.0,j
334,bj249.337,101259,2457765.131244,1.0878982747583734,1.6899855,0.1446,24175.0,j
335,bj250.127,101259,2457775.187512,-18.188764118206564,2.290061,0.1396,23257.0,j
336,bj252.403,101259,2457804.925764,-1.982373584633251,2.273677,0.1452,24327.0,j
337,bj278.543,101259,2458114.170004,-7.418016161149808,1.7627211,0.1446,25350.0,j
338,bj319.145,101259,2458532.983573,-9.310831675470865,2.2789915,0.1467,25649.0,j
339,,10145,2450461.793113,7.262688422418577,1.3378482,,125602.0,k
340,,10145,2450667.112049,0.04399182818029601,0.9590045,,157763.0,k
341,,10145,2450716.076539,1.958023810602171,1.1281621,,120165.0,k
342,,10145,2451044.091319,-3.5094291923275165,1.2687511,,88072.0,k
343,,10145,2451068.917407,0.9966666939029523,0.9799499,,118513.0,k
344,,10145,2451069.96441,-1.2966682670345477,1.1787931,,139075.0,k
345,,10145,2451070.947523,3.7208488228092023,1.1550492,,128946.0,k
346,,10145,2451071.913634,-1.9085075614681415,1.0296134,,92138.0,k
347,,10145,2451072.885995,-0.12467882611657899,1.0610478,,87272.0,k
348,,10145,2451073.885174,0.02004315874670226,1.138695,,110507.0,k
349,,10145,2451074.886215,0.41431500933263976,1.2516457,,69972.0,k
350,,10145,2451075.934606,0.5279472114810773,1.1821725,,96495.0,k
351,,10145,2451172.809745,2.0662009956607648,1.3167377,,115620.0,k
352,,10145,2451369.076481,1.3462913276920148,1.3653808,,68108.0,k
353,,10145,2451543.792072,4.925255561090452,1.653176,,64283.0,k
354,,10145,2451582.76772,-4.804404473089235,1.4789021,,59740.0,k
355,,10145,2451882.759769,0.9040534736881085,1.4651673,,77605.0,k
356,,10145,2452129.075231,-7.069403862737673,1.3356723,,84484.0,k
357,,10145,2452238.822326,0.02417066118810851,1.4580189,,91899.0,k
358,,10145,2452515.100197,-0.07491991498376649,1.3210553,,97983.0,k
359,,10145,2452572.862245,-0.6874382255306415,1.8198067,,107546.0,k
360,,10145,2452834.10147,3.5518806221256085,1.4182639,,96673.0,k
361,bj01.466,10145,2453239.092662,0.21695469209592932,1.0177184,0.171,113161.0,j
362,bj21.495,10145,2453961.084884,-1.195170974515933,0.821802,0.17300000000000001,90071.0,j
363,bj802.175,10145,2454703.998837,0.8938230575451209,0.864163,0.1723,70521.0,j
364,bj59.170,10145,2454718.028021,2.8692142948037214,1.1046437,0.17300000000000001,44947.0,j
365,bj808.162,10145,2454819.868405,7.613380942222108,1.1568516,0.17300000000000001,70480.0,j
366,bj815.110,10145,2454872.767741,-0.04817659195344959,1.2134504,0.17300000000000001,69653.0,j
367,bj825.207,10145,2455050.110022,0.0063512833957840575,0.97378075,0.0,72862.0,j
368,bj77.924,10145,2455110.001329,-1.051780928533958,1.4374113,0.17300000000000001,45339.0,j
369,bj833.163,10145,2455167.852117,-1.8457854975931127,1.1701635,0.1729,71280.0,j
370,bj97.3053,10145,2455440.106759,1.8271073743053339,1.0090252,0.172,46631.0,j
371,bj106.245,10145,2455521.941873,0.08168714385609821,1.2527213,0.174,46021.0,j
372,bj130.2319,10145,2455798.120761,-0.8445337998787763,1.0404613,0.172,46440.0,j
373,bj131.744,10145,2455810.13128,-1.737582585622798,1.0095532,0.172,46797.0,j
374,bj134.451,10145,2455851.969085,-3.6675690286240545,1.151587,0.172,46364.0,j
375,bj134.452,10145,2455851.970347,-2.0165792689529596,1.1819035,0.172,46526.0,j
376,bj134.453,10145,2455851.97162,-6.623763993142106,1.0906502,0.172,46177.0,j
377,bj138.390,10145,2455902.956128,-5.044959371677518,1.2090601,0.171,46569.0,j
378,bj140.80,10145,2455928.744666,-4.098019353996932,1.2572763,0.171,45301.0,j
379,bj143.114,10145,2455960.856972,2.254851484728647,1.2587999,0.16699999999999998,46649.0,j
380,bj145.111,10145,2455972.804913,-1.9265479598394393,1.1905679,0.172,45837.0,j
381,bj147.52,10145,2455999.736778,-0.15052059289780573,1.3251774,0.17300000000000001,47866.0,j
382,bj912.142,10145,2456676.772529,-4.2439680724956474,1.0907439,0.1721,75054.0,j
383,bj190.94,10145,2456861.041674,-0.10298545797298164,1.1540799,0.1723,47887.0,j
384,bj300.292,10145,2458351.092945,5.473470425376288,1.3614283,0.1743,24289.0,j
385,bj67.733,101501,2454930.006614,17.8305978921966,0.9993924,0.348,44567.0,j
386,bj80.931,101501,2455173.165835,31.373702294356093,1.2318066,0.371,49580.0,j
387,bj95.1062,101501,2455404.730455,11.707184454872678,0.9503464,0.364,51752.0,j
388,bj146.690,101501,2455995.005911,-3.4103468494345393,1.3407706,0.32,45484.0,j
389,bj146.691,101501,2455995.008677,-5.1129914084585835,1.33948,0.318,45849.0,j
390,bj202.2069,101501,2457217.733472,-3.2485303684100346,1.1507792,0.3127,52260.0,j
391,bj204.464,101501,2457230.728838,-7.615322726897327,1.1323799,0.3236,51631.0,j
392,bj234.560,101501,2457595.729152,-19.2534802367735,1.0605254,0.295,51469.0,j
393,bj234.957,101501,2457597.740058,-5.539744712267179,1.5070951,0.1785,38513.0,j
394,bj234.1164,101501,2457598.727753,-5.45230440742116,0.92576885,0.2939,49361.0,j
395,bj234.1362,101501,2457599.729338,-0.7516373890714121,1.021718,0.3028,50902.0,j
396,bj234.1568,101501,2457600.731004,-0.8771460735421286,1.0901856,0.3033,48962.0,j
397,bj251.1364,101501,2457795.96865,-6.634912687981476,1.2887003,0.29,50775.0,j
398,bj252.397,101501,2457804.901482,-5.972369776571352,1.359675,0.3052,47120.0,j
399,,101501,2456583.053521,27.954815037693805,2.8957655,,9960.0,apf
400,,101501,2456590.05484,3.310453850612248,2.9619114,,9892.0,apf
401,,101501,2456598.018939,1.7682858538074129,2.6706052,,10537.0,apf
402,,101501,2456623.033154,4.06036699122933,1.9670424,,34797.0,apf
403,,101501,2456626.944423,7.834702989843549,2.016953,,33846.0,apf
404,,101501,2456631.878502,-3.060420017395245,2.678278,,20371.0,apf
405,,101501,2456663.071447,5.71158440942358,2.5196052,,17073.0,apf
406,,101501,2456664.047629,9.862062414944859,2.3565025,,16974.0,apf
407,,101501,2456672.041092,-15.97585576514797,2.6213987,,18185.0,apf
408,,101501,2456679.071749,4.00868895764188,2.696028,,15804.0,apf
409,,101501,2456680.040241,8.734527613373274,2.419485,,17767.0,apf
410,,101501,2456680.057799,8.359806294328948,2.4088755,,16626.0,apf
411,,101501,2456709.942373,2.323833541682058,2.6845295,,16656.0,apf
412,,101501,2456750.802101,-13.810088522294519,2.6977754,,15722.0,apf
413,,101501,2456757.794139,0.8928381028152955,2.6336577,,15644.0,apf
414,,101501,2456761.757864,7.928963446678106,2.8152208,,15594.0,apf
415,,101501,2456780.749504,10.005083319055341,2.405803,,15615.0,apf
416,,101501,2456789.681528,-3.080182950304902,2.6099987,,16013.0,apf
417,,101501,2456835.686562,4.585299920534329,2.6539762,,15036.0,apf
418,,101501,2456839.683768,-2.2142346854512986,5.086166,,3160.0,apf
419,,101501,2456973.037309,0.5020437421891302,2.184146,,21448.0,apf
420,,101501,2456999.939581,-2.796739886486563,2.3712842,,17548.0,apf
421,,101501,2457045.086838,7.991123852746881,2.6550987,,14094.0,apf
422,,101501,2457046.918836,10.719785436443658,2.453791,,15586.0,apf
423,,101501,2457047.034756,4.415878104197219,2.5640173,,19158.0,apf
424,,101501,2457115.745217,0.06677793651140362,3.75615,,4242.0,apf
425,,101501,2457115.745923,-6.105529451830532,3.7807722,,4326.0,apf
426,,101501,2457115.746629,-1.740653605397033,4.064529,,4058.0,apf
427,,101501,2457121.732901,-16.374836865883225,2.136276,,19288.0,apf
428,,101501,2457123.820139,-16.027469924781837,2.8376038,,8969.0,apf
429,,101501,2457123.821146,-14.608541316738526,2.6448505,,9211.0,apf
430,,101501,2457123.822152,-14.313078789902196,2.7025096,,10130.0,apf
431,,101501,2457125.800341,-0.30060692870585903,2.836726,,8919.0,apf
432,,101501,2457125.801348,-5.832071229162409,2.9158707,,9136.0,apf
433,,101501,2457125.802343,-9.237048613065003,2.7705784,,9198.0,apf
434,,101501,2457127.73134,-1.6962478667324143,2.929901,,7794.0,apf
435,,101501,2457127.732556,-1.328397322661374,3.0668638,,7702.0,apf
436,,101501,2457127.733713,-0.5650214257212864,3.0504632,,7885.0,apf
437,,101501,2457130.762199,7.3220321447337415,2.4192562,,13218.0,apf
438,,101501,2457130.763194,9.558817102460367,2.7434535,,10484.0,apf
439,,101501,2457130.764189,0.8618406044153613,2.7713006,,10622.0,apf
440,,101501,2457132.806329,-6.887110084503227,2.6423295,,12090.0,apf
441,,101501,2457132.810345,-9.61720807944339,2.8319523,,9828.0,apf
442,,101501,2457132.814338,-8.418484817636719,2.835331,,9781.0,apf
443,,101501,2457138.717844,-16.798018519543348,3.8230538,,5072.0,apf
444,,101501,2457138.719684,-19.427816567900706,3.812745,,5348.0,apf
445,,101501,2457138.721512,-14.649337559421939,4.120879,,5050.0,apf
446,,101501,2457158.927592,-4.102298557503424,3.6134589,,5916.0,apf
447,,101501,2457158.929155,-3.176079757132939,3.5044491,,6070.0,apf
448,,101501,2457158.930451,-5.125188968961879,3.0167568,,7213.0,apf
449,,101501,2457187.768058,2.648396652957466,3.3127701,,6788.0,apf
450,,101501,2457187.769099,-0.18986317674144715,3.0152934,,6935.0,apf
451,,101501,2457187.770164,4.795237681352862,3.3073468,,6339.0,apf
452,,101501,2457188.750105,0.6719827848642304,2.6580343,,11102.0,apf
453,,101501,2457188.751286,-0.35251719436253737,2.7620544,,9851.0,apf
454,,101501,2457188.75279,-1.051406331964941,2.2640321,,18629.0,apf
455,,101501,2457189.771583,-1.0609600472788472,3.0417857,,7639.0,apf
456,,101501,2457189.772625,-3.8275109442606237,3.3339028,,6875.0,apf
457,,101501,2457189.773678,-5.967832130044918,3.0506349,,7660.0,apf
458,,101501,2457204.774892,-0.47778093250553155,2.9478528,,15644.0,apf
459,,101501,2457204.778236,-1.8854698586858447,2.7590988,,15336.0,apf
460,,101501,2457204.781326,-2.8118984534478386,2.9641442,,16653.0,apf
461,,101501,2457232.730567,3.0959593394423113,2.4502556,,21507.0,apf
462,,101501,2457232.733506,8.58749176216211,3.4708242,,5972.0,apf
463,,101501,2457245.659981,2.9381434252700185,4.2512107,,5709.0,apf
464,,101501,2457245.661729,3.0203870335740746,3.8484404,,7308.0,apf
465,,101501,2457245.663291,0.24087526930955505,3.2943509,,7260.0,apf
466,,101501,2457331.046503,5.980580899916731,2.734816,,10850.0,apf
467,,101501,2457331.0486789998,15.652017242845716,2.74911,,11194.0,apf
468,,101501,2457331.050774,14.840278237123016,2.65009,,11901.0,apf
469,,101501,2457333.001597,-3.9196012119368504,2.3923135,,12805.0,apf
470,,101501,2457333.003402,2.0450864627269993,2.6280887,,12504.0,apf
471,,101501,2457333.00522,-0.9383320638716555,2.7306485,,12556.0,apf
472,,101501,2457334.974646,8.11266834635748,3.4793246,,5834.0,apf
473,,101501,2457334.975607,12.355645028559138,3.297307,,6624.0,apf
474,,101501,2457334.97651,10.534928901258723,3.6881938,,6067.0,apf
475,,101501,2457340.945456,-0.3846648825892771,3.0529013,,10489.0,apf
476,,101501,2457340.946672,-1.2942332780373818,2.9868004,,12219.0,apf
477,,101501,2457340.947991,-0.626839521204829,2.3759494,,14190.0,apf
478,,101501,2457344.99744,1.6493352761906976,2.6134982,,10415.0,apf
479,,101501,2457344.999257,2.626910551370031,2.4911163,,11527.0,apf
480,,101501,2457345.001329,-6.517569280732374,3.064903,,8173.0,apf
481,,101501,2457356.928196,5.692733407974316,2.5803971,,10592.0,apf
482,,101501,2457356.930233,0.15160979858455903,2.4280086,,11655.0,apf
483,,101501,2457356.93212,-3.5049399839334683,2.8648317,,11758.0,apf
484,,101501,2457358.940201,0.9205776795795941,3.3724685,,5774.0,apf
485,,101501,2457358.941081,5.05295621081288,3.8337364,,5337.0,apf
486,,101501,2457358.941949,-0.9865895288864124,3.527004,,5153.0,apf
487,,101501,2457361.872195,-2.180337813689249,2.5790355,,11193.0,apf
488,,101501,2457361.874186,-4.535168358604125,2.6069722,,10900.0,apf
489,,101501,2457361.876096,-0.298025869700723,2.491397,,11993.0,apf
490,,101501,2457362.906788,1.2474205609729552,2.3875117,,17126.0,apf
491,,101501,2457364.872285,-1.4212260962216305,3.3287199,,7420.0,apf
492,,101501,2457364.87585,1.3558426507761396,3.1438398,,9787.0,apf
493,,101501,2457364.878686,4.386584517016161,3.1134896,,9962.0,apf
494,,101501,2457365.885059,-5.787415618862298,4.163039,,3575.0,apf
495,,101501,2457365.888427,0.7550819151753672,3.8224406,,4754.0,apf
496,,101501,2457408.072264,6.643492530146844,3.3322818,,6018.0,apf
497,,101501,2457408.073051,-1.5445297869155752,4.032503,,3795.0,apf
498,,101501,2457408.073804,1.6791441385289545,3.6837823,,3982.0,apf
499,,101501,2457414.059663,0.29124249397619906,3.319834,,7896.0,apf
500,,101501,2457414.061006,-1.136964873907914,2.8780408,,8142.0,apf
501,,101501,2457414.062418,7.0007327959213725,3.091858,,7242.0,apf
502,,101501,2457416.017064,4.633316417809411,3.4064999,,6484.0,apf
503,,101501,2457416.017955,1.9638849875795188,3.2542102,,7120.0,apf
504,,101501,2457416.018835,3.7308727998697577,3.2101972,,7703.0,apf
505,,101501,2457425.015896,-6.092257938960643,3.2970734,,6505.0,apf
506,,101501,2457425.016741,-4.702430016199884,3.829375,,5752.0,apf
507,,101501,2457425.017574,-1.8842208114900245,3.52737,,6492.0,apf
508,,101501,2457432.979729,16.30749370672419,2.7117457,,13317.0,apf
509,,101501,2457432.981361,7.34266724711992,2.6048872,,12783.0,apf
510,,101501,2457432.983131,8.353837395744375,2.7304075,,12651.0,apf
511,,101501,2457443.900005,-2.96526886577022,2.7303429,,12798.0,apf
512,,101501,2457443.901116,-5.476691259876702,2.5989327,,11691.0,apf
513,,101501,2457443.902065,-4.024033667603753,3.268657,,7690.0,apf
514,,101501,2457446.952906,-12.874990120721566,2.2780702,,17061.0,apf
515,,101501,2457446.95595,-9.57799636301555,2.1573966,,22127.0,apf
516,,101501,2457446.96066,-12.344055598686028,2.574056,,15045.0,apf
517,,101501,2457466.055819,-1.117314362892201,2.7785542,,10142.0,apf
518,,101501,2457466.057046,0.5509780222718206,3.0322738,,11039.0,apf
519,,101501,2457466.058377,2.1674001945160626,2.8706772,,11639.0,apf
520,,101501,2457471.884958,-2.646721981619624,3.3428085,,5657.0,apf
521,,101501,2457471.885872,-5.626098739705828,3.5783334,,5652.0,apf
522,,101501,2457471.886763,-5.591317029815691,4.0338073,,4373.0,apf
523,,101501,2457473.860527,-3.7539452320052646,3.4276094,,7215.0,apf
524,,101501,2457473.861418,-3.5677739942719597,3.3509305,,6107.0,apf
525,,101501,2457473.862275,1.6152149937908824,3.331237,,6641.0,apf
526,,101501,2457480.855964,-15.214120824446749,3.00476,,10474.0,apf
527,,101501,2457480.856901,-13.871390232059117,3.241965,,8994.0,apf
528,,101501,2457480.857804,-11.200644598714899,3.0840695,,8866.0,apf
529,,101501,2457482.819959,6.148549314601823,2.9276876,,8867.0,apf
530,,101501,2457482.82092,0.32700569481361885,3.210575,,7775.0,apf
531,,101501,2457482.821962,5.542490633542636,2.7645006,,9452.0,apf
532,,101501,2457483.805549,12.993068915262356,2.4580064,,22732.0,apf
533,,101501,2457483.931353,12.322918963554674,2.332529,,19163.0,apf
534,,101501,2457576.686131,-2.975058828336927,2.58897,,18510.0,apf
535,,101501,2457588.677216,-12.543101801962184,2.4379551,,19315.0,apf
536,,101501,2457599.670914,11.122712596428613,2.7425194,,16776.0,apf
537,,101501,2457694.945902,-8.480016293389014,2.2388923,,30808.0,apf
538,,101501,2457701.026238,1.9328001826291654,2.5970564,,16444.0,apf
539,,101501,2457702.008411,-11.660243968684426,2.52821,,14142.0,apf
540,,101501,2457702.997948,-14.991021498668573,2.9172938,,14422.0,apf
541,,101501,2457704.020265,-14.953157145551984,2.4170747,,17027.0,apf
542,,101501,2457705.98516,-4.486874890808053,2.4009418,,14238.0,apf
543,,101501,2457711.998572,-0.8336251322277803,2.0824487,,31651.0,apf
544,,101501,2457727.963773,-0.6879179629312944,2.303938,,19426.0,apf
545,,101501,2457728.900927,12.080604142823717,4.273157,,4024.0,apf
546,,101501,2457744.099375,-3.253180337946503,2.3656952,,22150.0,apf
547,,101501,2457783.914283,-7.1172515117721105,3.0947487,,8420.0,apf
548,,101501,2457824.835416,-3.5156036550173724,2.583683,,14822.0,apf
549,,101501,2457847.759928,-4.5704531391610175,3.1150136,,8588.0,apf
550,,101501,2457853.752601,-2.549950202847211,2.0755923,,20969.0,apf
551,,101501,2457871.901336,-9.637631931552363,2.380699,,21735.0,apf
552,,101501,2457872.844347,-17.456534852910192,2.2864811,,22823.0,apf
553,,101501,2457872.971537,-20.500813121099945,2.314842,,18925.0,apf
554,,101501,2457875.855086,-4.18334208360875,3.0982075,,9453.0,apf
555,,101501,2457881.853284,-2.15658587908473,2.3346617,,21324.0,apf
556,,101501,2458086.969659,-11.730704792153944,2.584102,,13478.0,apf
557,,101501,2458092.888871,0.1618598450504578,3.1587815,,8313.0,apf
558,,101501,2458094.866417,-15.176433953373248,2.5459406,,13225.0,apf
559,,101501,2458115.976476,-7.620091677094933,2.363412,,19966.0,apf
560,,101501,2458204.773429,2.16427091501982,2.422951,,19801.0,apf
561,,101501,2458210.822122,-1.0523172071305638,2.8493683,,13462.0,apf
562,,101501,2446958.7168,-8.009594917297363,14.423437,,124450.0,lick
563,,101501,2447194.9324,-27.263126373291016,14.955058,,22500.0,lick
564,,101501,2447194.9366,-37.51493835449219,14.488749,,26190.0,lick
565,,101501,2447194.9406,-10.071152687072754,13.963296,,25018.0,lick
566,,101501,2447194.9453,-34.53969192504883,14.749613,,23958.0,lick
567,,101501,2447223.8154,-19.872276306152344,9.618732,,64951.0,lick
568,,101501,2447223.8209,-13.332056045532227,8.137691,,68927.0,lick
569,,101501,2447223.8279,-12.552030563354492,9.649243,,55574.0,lick
570,,101501,2447224.7604,-17.249473571777344,9.339377,,50683.0,lick
571,,101501,2447224.7661,-34.01139450073242,8.971598,,57945.0,lick
572,,101501,2447224.7715,-30.882213592529297,9.440314,,61286.0,lick
573,,101501,2447373.6806,-23.443832397460938,11.6751795,,42210.0,lick
574,,101501,2447373.6865,-34.975765228271484,9.6123495,,66423.0,lick
575,,101501,2447373.6935,-32.20946502685547,10.358997,,54259.0,lick
576,,101501,2447964.9111,22.068035125732422,15.880543,,14135.0,lick
577,,101501,2448017.7403,-17.897838592529297,12.291814,,84201.0,lick
578,,101501,2448374.7866,-3.0606229305267334,10.859058,,75767.0,lick
579,,101501,2448437.675,22.02535629272461,11.073097,,127083.0,lick
580,,101501,2448649.0375,-4.128690242767334,10.681496,,103489.0,lick
581,,101501,2448670.8948,-10.206110000610352,9.073255,,103518.0,lick
582,,101501,2448744.7391,15.614286422729492,15.724458,,9145.0,lick
583,,101501,2448744.7612,14.116189002990723,18.42737,,8356.0,lick
584,,101501,2448744.783,23.093429565429688,18.320164,,12177.0,lick
585,,101501,2448744.8058,10.068233489990234,18.461977,,10733.0,lick
586,,101501,2448992.114,-7.724719524383545,9.088943,,93713.0,lick
587,,101501,2449096.7679,23.514747619628906,11.178636,,22833.0,lick
588,,101501,2449096.7894,24.765384674072266,11.544957,,22302.0,lick
589,,101501,2449114.7583,19.40520477294922,12.453913,,78312.0,lick
590,,101501,2449171.685,8.385531425476074,11.542544,,58215.0,lick
591,,101501,2449349.0567,10.360739707946777,12.41743,,65909.0,lick
592,,101501,2449349.9964,-11.365445137023926,12.42957,,54077.0,lick
593,,101501,2449349.9991,-2.8788511753082275,13.0200405,,52543.0,lick
594,,101501,2449411.8613,0.9412087202072144,12.311279,,30146.0,lick
595,,101501,2449469.7978,-5.857069969177246,9.947865,,88696.0,lick
596,,101501,2449767.9422,14.409400939941406,5.589697,,13285.0,lick
597,,101501,2450126.876953,4.764979362487793,9.376875,,5329.0,lick
598,,101501,2450126.905273,-0.8528726100921631,9.630281,,4715.0,lick
599,,101501,2450127.933594,4.806482315063477,5.490613,,10665.0,lick
600,,101501,2450127.964844,3.8249013423919678,5.687425,,10414.0,lick
601,,101501,2450127.987305,6.062880516052246,5.9412923,,9821.0,lick
602,,101501,2450144.927734,5.775773048400879,4.47795,,29967.0,lick
603,,101501,2450150.830078,-7.344020843505859,5.6389008,,10609.0,lick
604,,101501,2450150.852539,3.9376862049102783,5.167717,,10340.0,lick
605,,101501,2450173.789062,0.6040902733802795,4.9821677,,9993.0,lick
606,,101501,2450173.8125,0.07554584741592407,5.7063065,,9308.0,lick
607,,101501,2450181.813477,-4.760560989379883,3.884743,,35563.0,lick
608,,101501,2450186.773438,-3.127551555633545,5.5731883,,9432.0,lick
